,Security Id,Security Name,Group,Industry
1269,PHOENXINTL,PHOENIX INTERNATIONAL LTD.,XT,Other Apparels &amp; Accessories
1272,DOLPHMED,DOLPHIN MEDICAL SERVICES LTD.,XT,Healthcare Services
1273,SHAHISHIP,Shahi Shipping Ltd-$,XT,Shipping
1275,SANGHIIND,SANGHI INDUSTRIES LTD.,B ,Cement &amp; Cement Products
1276,CCHHL,Country Club Hospitality &amp; Holidays Ltd,B ,Hotels
1277,SALGUTI,SALGUTI INDUSTRIES LTD.,XT,Containers &amp; Packaging
1279,LONTE,LONGVIEW TEA COMPANY LTD.,XT,Tea &amp; Coffee
1280,MIDWEST,MIDWEST GOLD LTD.,XT,Construction Materials
1281,TECHIN,TECHINDIA NIRMAN LIMITED,T ,Other Agricultural Products
1282,TPLPLAST,TPL PLASTECH LTD.,B ,Fibres &amp; Plastics
1283,WIMPLAST,WIM PLAST LTD.-$,B ,Plastic Products
1285,LIBERTSHOE,LIBERTY SHOES LTD.,B ,Footwear
1286,LIPPISYS,LIPPI SYSTEMS LTD.-$,XT,Industrial Machinery
1287,ELECTHERM,ELECTROTHERM (INDIA) LTD.,B ,Iron &amp; Steel Products
1288,BLUEDART,BLUE DART EXPRESS LTD.,A ,Transportation - Logistics
1289,EXPOGAS,EXPO GAS CONTAINERS LTD.,XT,Other Industrial Products
1290,MFLINDIA,MFL INDIA LTD.,XT,Transportation - Logistics
1291,AJWAFUN,AJWA FUN WORLD &amp; RESORT LTD.,P ,Other Leisure Facilities
1292,RAYALEMA,ROYALE MANOR HOTELS &amp; INDUSTRIES LTD.,XT,Hotels
1293,MIRZAINT,MIRZA INTERNATIONAL LTD.,B ,Footwear
1294,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LTD.,B ,Financial Institutions
1295,ARENTERP,RAJDARSHAN INDUSTRIES LTD.,T ,Construction &amp; Engineering
1296,BIL,BHARTIYA INTERNATIONAL LTD.,B ,Other Apparels &amp; Accessories
1297,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,B ,Hotels
1298,HOTELRUGBY,HOTEL RUGBY LTD.,T ,Hotels
1299,FENOPLAS,FENOPLAST LTD.-$,XT,Plastic Products
1300,ALCHEM,ALCHEMIST LTD.,T ,Comm.Trading  &amp; Distribution
1301,NICCOPAR,NICCO PARKS &amp; RESORTS LTD.-$,XT,Other Leisure Facilities
1302,SANDESH,SANDESH LTD.,B ,Publishing
1303,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,B ,Other Apparels &amp; Accessories
1304,BRIGHTBR,BRIGHT BROTHERS LTD.-$,XT,Containers &amp; Packaging
1306,CORPOCO,CORPORATE COURIER AND CARGO LTD.,XT,Transportation - Logistics
1307,GRATEXI,GRATEX INDUSTRIES LTD.,XT,Paper &amp; Paper Products
1308,DRAGARWQ,DR.AGARWAL'S EYE HOSPITAL LTD.-$,XT,Healthcare Services
1309,MHSGRMS,MAHASAGAR TRAVELS LTD.,P ,Surface Transportation
1310,GREENPLY,GREENPLY INDUSTRIES LTD.,B ,Forest Products
1311,UNQTYMI,UNION QUALITY PLASTICS LTD.,XT,Containers &amp; Packaging
1313,SEAMECLTD,SEAMEC LTD.,T ,Shipping
1314,RAGHUNAT,RAGHUNATH INTERNATIONAL LTD.,XT,Cigarettes-Tobacco Products
1315,RAJINFRA,Rajeswari Infrastructure Limited,XT,Realty
1317,ASHSI,ASHIRWAD STEELS &amp; INDUSTRIES LTD.,XT,Iron &amp; Steel/Interm.Products
1318,BANARBEADS,BANARAS BEADS LTD.,B ,Other Apparels &amp; Accessories
1319,AREXMIS,AREX INDUSTRIES LTD.,XT,Textiles
1320,BI,BILCARE LTD.-$,XT,Healthcare Supplies
1321,RISHILASE,RISHI LASER LTD.,XT,Industrial Machinery
1322,63MOONS,63 Moons Technologies Ltd,B ,IT Consulting &amp; Software
1323,SARLAPOLY,SARLA PERFORMANCE FIBERS LTD.-$,B ,Textiles
1324,INDOCRED,INDO CREDIT CAPITAL LTD.,XT,Finance (including NBFCs)
1325,SONALAD,SONAL ADHESIVES LTD.,XT,Commodity Chemicals
1326,PADMAIND,Padmanabh Industries Limited,XT,Commodity Chemicals
1327,21STCENMGM,TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,B ,Other Financial Services
1329,VAICC,VAISHNO CEMENT CO.LTD.,P ,Cement &amp; Cement Products
1330,LAOPALA,LA OPALA RG LTD.,B ,Houseware
1331,VENUSREM,VENUS REMEDIES LTD.,B ,Pharmaceuticals
1333,TRANSFIN,TRANS FINANCIAL RESOURCES LTD.,XT,Finance (including NBFCs)
1334,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,XT,Containers &amp; Packaging
1335,HEERAISP,HEERA ISPAT LTD.,Z ,Iron &amp; Steel/Interm.Products
1337,ASHOKRE,ASHOKA REFINERIES LTD.,P ,Other Agricultural Products
1338,URJAGLOBA,URJA GLOBAL LTD.,T ,Comm.Trading  &amp; Distribution
1339,ASHAPURMIN,ASHAPURA MINECHEM LTD.,B ,Mining
1340,SHREEPAC,SHREE PACETRONIX LTD.,XT,Healthcare Supplies
1341,GUJALKALI,GUJARAT ALKALIES &amp; CHEMICALS LTD.,B ,Commodity Chemicals
1342,INDIACEM,INDIA CEMENTS LTD.,A ,Cement &amp; Cement Products
1343,JKTYRE,JK TYRE &amp; INDUSTRIES LTD.,A ,Auto Tyres &amp; Rubber Products
1344,MANGCHEFER,MANGALORE CHEMICALS &amp; FERTILIZERS LTD.,B ,Fertilizers
1345,SIL,STANDARD INDUSTRIES LTD.,T ,Commodity Chemicals
1348,SAMYAKINT,SAMYAK INTERNATIONAL LTD.,XT,Misc.Commercial Services
1349,SANTOSHF,SANTOSH FINE-FAB LTD.,XT,Textiles
1350,SREEJAYA,SREE JAYALAKSHMI AUTOSPIN LTD.,XT,Textiles
1351,TITANSEC,TITAN SECURITIES LTD.,XT,Finance (including NBFCs)
1353,HRMNYCP,HARMONY CAPITAL SERVICES LTD.,XT,Misc.Commercial Services
1354,LORDSHOTL,Lords Ishwar Hotels Limited,XT,Hotels
1355,CSLFINANCE,CSL Finance Ltd,XT,Finance (including NBFCs)
1356,SANGHVIMOV,SANGHVI MOVERS LTD.,B ,Transport Related Services
1357,SELAN,SELAN EXPLORATION TECHNOLOGY LTD.-$,T ,Exploration &amp; Production
1358,ACEEDU,ACE Edutrend Ltd,XT,Education
1360,NATRAJPR,NATRAJ PROTEINS LTD.,XT,Edible Oils
1361,OPTIEMUS,Optiemus Infracom Ltd,T ,Distributors
1362,GARODCH,GARODIA CHEMICALS LTD.,P ,Comm.Trading  &amp; Distribution
1363,KERALAYUR,KERALA AYURVEDA LTD.,XT,Pharmaceuticals
1364,MONGIPA,MOONGIPA CAPITAL FINANCE LTD.,XT,Finance (including NBFCs)
1365,MOHITPPR,MOHIT PAPER MILLS LTD.,XT,Paper &amp; Paper Products
1366,OSCARGLO,OSCAR GLOBAL LTD.,XT,Other Apparels &amp; Accessories
1367,RSCINT,RSC INTERNATIONAL LTD.,XT,Textiles
1368,CHROMATIC,CHROMATIC INDIA LTD.,B ,Specialty Chemicals
1369,THEMISMED,THEMIS MEDICARE LTD.,B ,Pharmaceuticals
1370,BRAWN,BRAWN BIOTECH LTD.,XT,Pharmaceuticals
1371,FORINTL,FORTUNE INTERNATIONAL LTD.,XT,Comm.Trading  &amp; Distribution
1372,NUTRICIRCLE,Nutricircle Ltd,XT,Other Apparels &amp; Accessories
1373,SUBSM,SUBHASH SILK MILLS LTD.,XT,Textiles
1374,SUVEN,SUVEN LIFE SCIENCES LTD.,B ,Pharmaceuticals
1376,RISAINTL,RISA INTERNATIONAL LTD.,XT,Comm.Trading  &amp; Distribution
1377,RAJTUBE,RAJASTHAN TUBE MANUFACTURING CO.LTD.,XT,Iron &amp; Steel Products
1379,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,XT,Finance (including NBFCs)
1380,SAINIK,SAINIK FINANCE &amp; INDUSTRIES LTD.,XT,Cement &amp; Cement Products
1381,SABOOBR,SABOO BROTHERS LTD.,XT,Industrial Machinery
1382,QUANTDIA,QUANTUM DIGITAL VISION (INDIA) LTD.,XT,Containers &amp; Packaging
1383,RAJAGRO,RAJ AGRO MILLS LTD.,XT,Edible Oils
1384,KOTHARIPRO,KOTHARI PRODUCTS LTD.,B ,Comm.Trading  &amp; Distribution
1385,PICCADIL,PICCADILY AGRO INDUSTRIES LTD.,XT,Sugar
1387,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,B ,Other Elect.Equip./ Prod.
1389,SEAGOLD,SEA GOLD AQUA FARMS LTD.,P ,Packaged Foods
1390,UGARSUGAR,UGAR SUGAR WORKS LTD.-$,B ,Sugar
1391,ORIENTBELL,ORIENT BELL LIMITED-$,B ,Furniture-Furnishing-Paints
1392,NRBBEARING,NRB BEARINGS LTD.,B ,Industrial Machinery
1393,NILA,NILA INFRASTRUCTURES LTD.,B ,Realty
1395,VINYOFL,VINYOFLEX LTD.,XT,Commodity Chemicals
1397,JINDCAP,JINDAL CAPITAL LTD.,XT,Other Financial Services
1398,EPIC,EPIC ENERGY LTD.-$,XT,Finance (including NBFCs)
1399,ASHISHPO,ASHISH POLYPLAST LTD.,XT,Plastic Products
1400,SIDDHA,SIDDHA VENTURES LTD.,XT,Finance (including NBFCs)
1402,KIRANSY-B,KIRAN SYNTEX LTD.,XT,Textiles
1403,SUMERUIND,SUMERU INDUSTRIES LTD.,XT,Comm.Trading  &amp; Distribution
1404,RUNGTAIR,RUNGTA IRRIGATION LTD.,XT,Plastic Products
1405,SABOOSOD,SABOO SODIUM CHLORO LTD.,XT,Other Food Products
1406,RELAXO,RELAXO FOOTWEARS LTD.-$,B ,Footwear
1407,SHEETAL,SHEETAL DIAMONDS LTD.,XT,Other Apparels &amp; Accessories
1408,TERAI,TERAI TEA CO.LTD.,XT,Tea &amp; Coffee
1409,SHILPAMED,SHILPA MEDICARE LTD.,B ,Pharmaceuticals
1410,PARACABLES,PARAMOUNT COMMUNICATIONS LTD.-$,B ,Other Elect.Equip./ Prod.
1411,SSLFINANCE,ARCHANA SOFTWARE LTD.,XT,IT Software Products
1412,EKAMLEA,EKAM LEASING &amp; FINANCE CO.LTD.,XT,Misc.Commercial Services
1413,TELECANOR,TELECANOR GLOBAL LTD.,XT,IT Software Products
1414,JAGSONFI,JAGSONPAL FINANCE &amp; LEASING LTD.,XT,Finance (including NBFCs)
1415,STURDY,STURDY INDUSTRIES LTD.,XT,Plastic Products
1416,GARGFUR,GARG FURNACE LTD.,XT,Iron &amp; Steel/Interm.Products
1417,GOODLUCK,Goodluck India Ltd,B ,Iron &amp; Steel Products
1418,PRESOFI,PREM SOMANI FINANCIAL SERVICES LTD.,P ,Other Financial Services
1419,YORKEXP,YORK EXPORTS LTD.,XT,Other Apparels &amp; Accessories
1420,SUPREME,SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,XT,Finance (including NBFCs)
1421,PITHP,PITHAMPUR POLY PRODUCTS LTD.,P ,Containers &amp; Packaging
1422,LYKISLTD,Lykis Limited,XT,Tea &amp; Coffee
1423,RAJRAYON,Raj Rayon Industries Limited-$,T ,Textiles
1424,FLORATX,FLORA TEXTILES LTD.,P ,Textiles
1425,GOWRALE,GOWRA LEASING &amp; FINANCE LTD.,XT,Finance (including NBFCs)
1426,JAGANLAM,JAGAN LAMPS LTD.,XT,Auto Parts &amp; Equipment
1427,AJEL,AJEL LTD.,Z ,IT Consulting &amp; Software
1428,ALPSINDUS,ALPS INDUSTRIES LTD.,T ,Textiles
1430,ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,XT,Other Financial Services
1431,NOVAPUB,Nova Publications India Ltd,XT,Publishing
1432,OVOBELE,OVOBEL FOODS LTD.,P ,Other Food Products
1433,INDOASIAF,INDO ASIAN FINANCE LTD.,XT,Finance (including NBFCs)
1434,STERTOOLS,STERLING TOOLS LTD.-$,B ,Auto Parts &amp; Equipment
1435,DEVKI,DEVKI LEASING &amp; FINANCE LTD.,XT,Finance (including NBFCs)
1437,INFRAIND,INFRA INDUSTRIES LTD.,XT,Plastic Products
1438,INTERHG,INTERNATIONAL HOUSING FINANCE CORPORATION LTD.,P ,Housing Finance 
1439,TRANSASIA,TRANS ASIA CORPORATION LTD.,XT,Pharmaceuticals
1440,SUNCITYSY,SUNCITY SYNTHETICS LTD.,XT,Textiles
1441,SHGANEL,SHREE GANESH ELASTOPLAST LTD.,XT,Comm.Trading  &amp; Distribution
1442,ANNAINFRA,ANNA INFRASTRUCTURES LTD.,XT,Finance (including NBFCs)
1444,BHAGIL,Bhageria Industries Ltd,B ,Commodity Chemicals
1446,KRBL,KRBL LTD.,B ,Packaged Foods
1447,SHRIBCL,Shri Bholanath Carpets Ltd,P ,Furniture-Furnishing-Paints
1448,CUPID,CUPID LTD.-$,B ,Personal Products
1449,HIPOLIN,HIPOLIN LTD.,XT,Household Products
1450,GDLLEAS,GDL LEASING &amp; FINANCE LTD.,XT,Finance (including NBFCs)
1451,CIFL,Capital India Finance Ltd,XT,Other Financial Services
1452,CENPORT,CENTURY TWENTYFIRST PORTFOLIO LTD.,XT,Other Financial Services
1454,ASIAPAK,ASIA PACK LTD.,XT,Textiles
1456,ERPSOFT,ERP SOFT SYSTEMS LTD.,XT,Misc.Commercial Services
1457,JRFOODS,J.R.FOODS LTD.,P ,Edible Oils
1458,RRSECUR,R.R.SECURITIES LTD.,P ,Misc.Commercial Services
1459,REMSONSIND,REMSONS INDUSTRIES LTD.,B ,Auto Parts &amp; Equipment
1461,RAMSONS,RAMSONS PROJECTS LTD.,XT,Finance (including NBFCs)
1462,HARAFIN,HARYANA FINANCIAL CORPORATION LTD.,P ,Financial Institutions
1463,EUROASIA,EURO ASIA EXPORTS LTD.,P ,Comm.Trading  &amp; Distribution
1464,SABTN,SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,B ,Movies &amp; Entertainment
1466,VIKASECO,Vikas EcoTech Ltd,B ,Specialty Chemicals
1467,IOC,INDIAN OIL CORPORATION LTD.,A ,Oil Marketing &amp; Distribution
1469,ALFAICA,ALFA ICA (INDIA) LTD.,XT,Plastic Products
1470,SKCIL,Shri Keshav Cements And Infra Ltd,XT,Cement &amp; Cement Products
1471,SARTHAKGL,SARTHAK GLOBAL LTD.,XT,Comm.Trading  &amp; Distribution
1472,BALAMINES,BALAJI AMINES LTD.-$,B ,Commodity Chemicals
1473,SWRNASE,SWARNA SECURITIES LTD.,XT,Finance (including NBFCs)
1474,ARISE,ARIHANT'S SECURITIES LTD.,XT,Misc.Commercial Services
1475,BHATEXT,BHARAT TEXTILES &amp; PROOFING INDUSTRIES LTD.,P ,Comm.Trading  &amp; Distribution
1476,JRELTD,Justride Enterprises Ltd,P ,2/3 Wheelers
1477,ZDHJERK,DHANVANTRI JEEVAN REKHA LTD.,XT,Healthcare Services
1478,NEELKAN,NEELKANTH ROCKMINERALS LTD.,XT,Construction Materials
1480,OSWALOR,OSWAL OVERSEAS LTD.,XT,Sugar
1481,CONTILI,CONTIL INDIA LTD.,XT,Finance (including NBFCs)
1482,VIJSOLX,VIJAY SOLVEX LTD.,XT,Edible Oils
1483,ALANKIT,Alankit Ltd,B ,Other Financial Services
1485,RUBRAME,RUBRA MEDICAMENTS LTD.,XT,Pharmaceuticals
1487,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,P ,Houseware
1489,CEENIK,CEENIK EXPORTS (INDIA) LTD.,XT,Other Apparels &amp; Accessories
1490,PATELENG,PATEL ENGINEERING LTD.-$,B ,Construction &amp; Engineering
1491,ALICON,Alicon Castalloy Limited,B ,Aluminium
1492,ORGCOAT,ORGANIC COATINGS LTD.,XT,Specialty Chemicals
1493,CATVISION,Catvision Limited,XT,Comm.Trading  &amp; Distribution
1495,EMAMILTD,EMAMI LTD.-$,A ,Personal Products
1496,KEMISTAR,Kemistar Corporation Limited,P ,Specialty Chemicals
1497,LADIAMO,LASER DIAMONDS LTD.,P ,Other Apparels &amp; Accessories
1498,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,XT,Finance (including NBFCs)
1499,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,T ,Finance (including NBFCs)
1500,MIDINFRA,Midas Infra Trade Limited,XT,Finance (including NBFCs)
1501,DHANADACO,DHANADA CORPORATION LTD.,XT,Hotels
1502,BRANDREAL,BRAND REALTY SERVICES LTD.,XT,Consulting Services
1503,RAYLA,RAYMED LABS LTD.,XT,Pharmaceuticals
1504,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,B ,IT Software Products
1505,COLINZ,COLINZ LABORATORIES LTD.,XT,Pharmaceuticals
1506,WELLNESS,WELLNESS NONI LTD.,P ,Other Financial Services
1507,MANAPPURAM,MANAPPURAM FINANCE LTD.,A ,Finance (including NBFCs)
1508,MAYURFL,MAYUR FLOORINGS LTD.,P ,Construction Materials
1510,DECOMIC,DECO-MICA LTD.,P ,Commodity Chemicals
1511,VICTORYPP,VICTORY PAPER &amp; BOARDS (INDIA) LTD.,XT,Paper &amp; Paper Products
1512,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
1513,LINCPENQ,LINC PEN &amp; PLASTICS LTD.-$,B ,Non-Durable Household Prod.
1514,PRIMAIN,PRIMA INDUSTRIES LTD.,XT,Edible Oils
1515,PRATIKSH,PRATIKSHA CHEMICALS LTD.,XT,Specialty Chemicals
1516,ESHAMEDIA,Esha Media Research Limited,XT,Advertising &amp; Media
1517,YKMIND,YKM INDUSTRIES LTD.,P ,Packaged Foods
1519,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,B ,Commercial Vehicles
1520,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,XT,IT Software Products
1521,KINETRU,KINETIC TRUST LTD.,XT,Finance (including NBFCs)
1522,TRISHAKT,TRISHAKTI ELECTRONICS &amp; INDUSTRIES LTD.,XT,Finance (including NBFCs)
1523,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
1524,LEADFIN,LEAD FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
1525,ARTEFACT,ARTEFACT PROJECTS LTD.,XT,Consulting Services
1526,AMITINT,AMIT INTERNATIONAL LTD.,XT,Textiles
1527,INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,XT,Finance (including NBFCs)
1528,ROSELABS,ROSELABS FINANCE LTD.,XT,Other Financial Services
1529,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,B ,Packaged Foods
1530,AUROCOK,AUROMA COKE LTD.,XT,Coal
1532,MILESTONE,MILESTONE GLOBAL LTD.,XT,Construction Materials
1534,BERVINL,BERVIN INVESTMENT &amp; LEASING LTD.,XT,Other Financial Services
1535,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,A ,Transport Related Services
1536,PANACEABIO,PANACEA BIOTEC LTD.,B ,Biotechnology
1537,PEETISEC,PEETI SECURITIES LTD.,XT,Textiles
1538,MERMETL,MERCURY METALS LTD.,XT,Comm.Trading  &amp; Distribution
1539,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,XT,Misc.Commercial Services
1540,SPARCSYS,SPARC SYSTEMS LTD.,XT,IT Consulting &amp; Software
1541,THEBYKE,THE BYKE HOSPITALITY LTD.,B ,Hotels
1542,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,XT,Medical Equipment
1543,ARIHANT,ARIHANT FOUNDATIONS &amp; HOUSING LTD.-$,T ,Realty
1544,UPSURGE,UPSURGE INVESTMENT &amp; FINANCE LTD.,XT,Finance (including NBFCs)
1545,ASFLORA,ASIAN FLORA LTD.,P ,Other Agricultural Products
1546,PADAMCO,PADAM COTTON YARNS LTD.,XT,Textiles
1547,SOURCENTRL,SOURCE NATURAL FOODS &amp; HERBAL SUPPL LTD.,XT,Pharmaceuticals
1548,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,T ,Other Financial Services
1549,LWSKNIT,LWS KNITWEAR LTD.,XT,Comm.Trading  &amp; Distribution
1550,ZICOM,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$,B ,Electronic Components
1551,ANSINDUS,ANS Industries Ltd,XT,Non-alcoholic Beverages
1552,ALCHCORP,ALCHEMIST CORPORATION LTD.,XT,Commodity Chemicals
1553,BMBMUMG,BMB MUSIC &amp; MAGNETICS LTD.,Z ,Movies &amp; Entertainment
1554,TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.,B ,Paper &amp; Paper Products
1555,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,B ,Industrial Machinery
1556,SYTIXSE,SYSTEMATIX SECURITIES LTD.,P ,Finance (including NBFCs)
1557,SUNGOLD,SUNGOLD CAPITAL LTD.,XT,Finance (including NBFCs)
1558,SAFFRON,Saffron Industries Limited,XT,Paper &amp; Paper Products
1559,PWASML,Prakash Woollen &amp; Synthetic Mills Ltd,XT,Textiles
1560,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,B ,IT Consulting &amp; Software
1562,MOHITIND,MOHIT INDUSTRIES LTD.-$,B ,Textiles
1563,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,XT,Fibres &amp; Plastics
1564,CONTICON,CONTINENTAL CONTROLS LTD.,XT,Other Elect.Equip./ Prod.
1565,CYBELEIND,CYBELE INDUSTRIES LTD.,XT,Other Elect.Equip./ Prod.
1567,BLUECOAST,BLUE COAST HOTELS LTD.,B ,Hotels
1568,MADHUCON,MADHUCON PROJECTS LTD.-$,B ,Construction &amp; Engineering
1569,RAJESHEXPO,RAJESH EXPORTS LTD.,A ,Other Apparels &amp; Accessories
1570,MARIS,MARIS SPINNERS LTD.-$,XT,Textiles
1571,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,B ,Non-Durable Household Prod.
1572,STEP2COR,STEP TWO CORPORATION LTD.,XT,Other Financial Services
1573,ORIENTTR,ORIENT TRADELINK LTD.,XT,Finance (including NBFCs)
1574,VIKASGRAN,VIKAS GRANARIES LTD.,XT,Other Agricultural Products
1578,HATSUN,HATSUN AGRO PRODUCT LTD.,B ,Packaged Foods
1579,ECOM,E.COM INFOTECH (I) LTD.,XT,IT Consulting &amp; Software
1580,JINDWORLD,JINDAL WORLDWIDE LTD.,B ,Textiles
1581,SOMANYCERA,SOMANY CERAMICS LTD.,B ,Furniture-Furnishing-Paints
1582,JHACC,JHAVERI CREDITS &amp; CAPITAL LTD.,XT,Finance (including NBFCs)
1583,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,XT,Realty
1584,DRL,Disha Resources Ltd,XT,Misc.Commercial Services
1585,CORALFINAC,CORAL INDIA FINANCE &amp; HOUSING LTD.,B ,Housing Finance 
1586,AMITSEC,AMIT SECURITIES LTD.,XT,Finance (including NBFCs)
1587,AROMAENT,AROMA ENTERPRISES (INDIA) LTD.,Z ,Misc.Commercial Services
1588,PUSHPIN,PUSHPSONS INDUSTRIES LTD.,P ,Textiles
1589,SANJIVIN,SANJIVANI PARANTERAL LTD.,XT,Pharmaceuticals
1590,ALKADIA,ALKA DIAMOND INDUSTRIES LTD.,XT,Other Apparels &amp; Accessories
1591,DEVINE,DEVINE IMPEX LTD.,XT,Comm.Trading  &amp; Distribution
1593,INCON,INCON ENGINEERS LTD.,XT,Industrial Machinery
1594,CGCL,Capri Global Capital Limited,B ,Finance (including NBFCs)
1595,FDC,FDC LTD.,B ,Pharmaceuticals
1596,GOGIACAP,Gogia Capital Services Limited,XT,Other Financial Services
1597,GORANIN,GORANI INDUSTRIES LTD.,XT,Houseware
1598,KGPETRO,KG PETROCHEM LTD.,XT,Containers &amp; Packaging
1600,STARCOM,Starcom Information Technology Ltd,XT,IT Consulting &amp; Software
1601,CENTERAC,CENTERAC TECHNOLOGIES LTD.,XT,Internet Software &amp; Services
1602,COUNCODOS,COUNTRY CONDO'S LTD.,T ,Realty
1603,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,XT,Other Apparels &amp; Accessories
1605,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,B ,Pharmaceuticals
1606,SILVOAK,SILVER OAK (INDIA) LTD.,XT,Breweries &amp; Distilleries
1608,SICL,Suvidha Infraestate Corporation Limited,P ,Realty
1609,MARICO,MARICO LTD.,A ,Personal Products
1610,MAHAVIRIND,Mahavir Industries Limited,XT,Copper
1611,VAXHS,VAX HOUSING FINANCE CORPORATION LTD.,XT,Misc.Commercial Services
1613,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,XT,Finance (including NBFCs)
1614,TRIJAL,TRIJAL INDUSTRIES LTD.,XT,Finance (including NBFCs)
1615,HITTCO,HITTCO TOOLS LTD.,XT,Industrial Machinery
1616,YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.,XT,Household Products
1618,ANKIN,ANKA INDIA LTD.,XT,Footwear
1619,VAGHANI,VAGHANI TECHNO-BUILD LTD.,XT,Packaged Foods
1621,MAYUR,MAYUR LEATHER PRODUCTS LTD.,XT,Other Apparels &amp; Accessories
1622,AMARDEE,AMRADEEP INDUSTRIES LTD.,XT,Plastic Products
1623,CATECH,CAT TECHNOLOGIES LTD.,XT,IT Consulting &amp; Software
1624,ADVIKLA,ADVIK LABORATORIES LTD.,XT,Pharmaceuticals
1627,TRILOGIC,TRILOGIC DIGITAL MEDIA LTD.,XT,Movies &amp; Entertainment
1629,TRICOMFRU,Tricom Fruit Products Limited,XT,Other Food Products
1630,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,B ,Specialty Chemicals
1631,STAMPEDE,Stampede Capital Limited,T ,Other Financial Services
1633,MENNPIS,MENON PISTONS LTD.,XT,Auto Parts &amp; Equipment
1634,PRISMFN,PRISM FINANCE LTD.,P ,Finance (including NBFCs)
1635,HIRAUTO,HIRA AUTOMOBILES LTD.,P ,Comm.Trading  &amp; Distribution
1636,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,B ,Realty
1637,GKCONS,G.K.CONSULTANTS LTD.,XT,Finance (including NBFCs)
1639,UNJHAFOR,UNJHA FORMULATIONS LTD.,XT,Pharmaceuticals
1640,POLYMED,POLY MEDICURE LTD.,B ,Medical Equipment
1641,PFLINFOTC,PFL INFOTECH LTD.,XT,IT Software Products
1642,TOWASOK,TOWA SOKKI LTD.,XT,Other Elect.Equip./ Prod.
1643,CISTRO,CISTRO TELELINK LTD.,XT,Comm.Trading  &amp; Distribution
1644,KACHCHH,KACHCHH MINERALS LTD.,XT,Mining
1646,ATULAUTO,ATUL AUTO LTD.-$,B ,2/3 Wheelers
1648,METALCO,METAL COATINGS (INDIA) LTD.,XT,Iron &amp; Steel Products
1649,GANGAPA,GANGA PAPERS INDIA LTD.,XT,Paper &amp; Paper Products
1651,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,XT,Comm.Trading  &amp; Distribution
1652,RCCEMEN,RCC CEMENTS LTD.,XT,IT Consulting &amp; Software
1654,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,P ,Other Financial Services
1655,ASTAR,ASIAN STAR CO.LTD.-$,B ,Other Apparels &amp; Accessories
1657,SACHEMT,SACHETA METALS LTD.,XT,Aluminium
1658,POPULARES,POPULAR ESTATE MANAGEMENT LTD.,XT,Construction &amp; Engineering
1659,PIONDIST,PIONEER DISTILLERIES LTD.,B ,Breweries &amp; Distilleries
1660,GMETCOAL,GUJARAT METALLIC COAL &amp; COKE LTD.-$,XT,Comm.Trading  &amp; Distribution
1663,RAHME,RAHUL MERCHANDISING LTD.,XT,Other Apparels &amp; Accessories
1664,KHANDSE,KHANDWALA SECURITIES LTD.,B ,Other Financial Services
